event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per,date,location,winner,winner_id,event_status,r_nick_name,r_height,r_weight,r_reach,r_stance,r_dob,r_wins,r_losses,r_draws,b_nick_name,b_height,b_weight,b_reach,b_stance,b_dob,b_wins,b_losses,b_draws
UFC - Ultimate Ultimate '95,31bbd46d57dfbcb7,524b49a676498c6d,Dan Severn,c670aa48827d6be6,Oleg Taktarov,1dc56b59cb28425d,ultimate ultimate '95 tournament,1,Decision - Unanimous,2.0,180.0,1.0,John McCarthy,0.0,24.0,79.0,30.0,198.0,277.0,71.0,0.0,0.0,,0.0,,18.0,73.0,25.0,5.0,5.0,100.0,1.0,1.0,100.0,7.0,60.0,12.0,0.0,0.0,,17.0,19.0,89.0,75.0,20.0,4.0,29.0,0.0,70.0,0.0,8.0,29.0,27.0,26.0,47.0,55.0,0.0,1.0,0.0,1.0,,4.0,23.0,17.0,1.0,3.0,33.0,3.0,3.0,100.0,8.0,29.0,28.0,0.0,0.0,,0.0,0.0,,50.0,12.0,37.0,100.0,0.0,0.0,"December 16, 1995","Denver, Colorado, USA",Dan Severn,c670aa48827d6be6,,The Beast,"6' 2""",250 lbs.,,Southpaw,"Jun 08, 1958",101,19,1,The Russian Bear,"6' 0""",210 lbs.,,Orthodox,"Aug 26, 1967",17,5,2
UFC Fight Night: Gane vs. Tuivasa,00a905a4a4a2b071,ce62a50e97d497f9,Stephanie Egger,5e6294b37bbef029,Ailin Perez,06e4245d16fc5315,women's featherweight,0,Submission,2.0,294.0,3.0,Loic Pora,0.0,15.0,22.0,68.0,47.0,64.0,73.0,2.0,7.0,28.0,1.0,419.0,9.0,16.0,56.0,3.0,3.0,100.0,3.0,3.0,100.0,5.0,11.0,45.0,3.0,3.0,100.0,7.0,8.0,88.0,60.0,20.0,20.0,33.0,20.0,46.0,0.0,16.0,34.0,47.0,41.0,61.0,67.0,1.0,3.0,33.0,0.0,93.0,7.0,20.0,35.0,9.0,12.0,75.0,0.0,2.0,0.0,8.0,25.0,32.0,6.0,6.0,100.0,2.0,3.0,67.0,43.0,56.0,0.0,50.0,37.0,12.0,"September 03, 2022","Paris, Ile-de-France, France",Stephanie Egger,5e6294b37bbef029,,,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",8,5,0,Fiona,"5' 5""",135 lbs.,"66""",Switch,"Oct 05, 1994",13,2,0
UFC Fight Night: Dolidze vs. Imavov,cce79e827569f26e,7b1882dc76786d77,Viviane Araujo,36541f1e6c5d4955,Natalia Silva,262d32ebda89efc4,women's flyweight,0,Decision - Unanimous,3.0,300.0,3.0,Mark Smith,0.0,26.0,67.0,38.0,63.0,110.0,56.0,1.0,9.0,11.0,0.0,361.0,20.0,58.0,34.0,1.0,3.0,33.0,5.0,6.0,83.0,25.0,66.0,38.0,1.0,1.0,100.0,0.0,0.0,,76.0,3.0,19.0,96.0,3.0,0.0,0.0,38.0,128.0,29.0,65.0,157.0,41.0,0.0,1.0,0.0,0.0,0.0,24.0,103.0,23.0,8.0,16.0,50.0,6.0,9.0,67.0,38.0,128.0,30.0,0.0,0.0,,0.0,0.0,,63.0,21.0,15.0,100.0,0.0,0.0,"February 03, 2024","Las Vegas, Nevada, USA",Natalia Silva,262d32ebda89efc4,,Vivi,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986",13,7,0,,"5' 4""",125 lbs.,"65""",Southpaw,"Feb 03, 1997",20,5,1
UFC Fight Night: Diaz vs Neer,279093302a6f44b3,505d3d9b006014c8,Eric Schafer,f59f1d3a2ff13edd,Houston Alexander,0541480fbf719d86,light heavyweight,0,Submission,1.0,293.0,3.0,Josh Rosenthal,0.0,24.0,38.0,63.0,53.0,69.0,77.0,1.0,4.0,25.0,2.0,196.0,21.0,32.0,66.0,3.0,6.0,50.0,0.0,0.0,,0.0,1.0,0.0,3.0,6.0,50.0,21.0,31.0,68.0,87.0,12.0,0.0,0.0,12.0,87.0,0.0,12.0,21.0,57.0,22.0,31.0,71.0,0.0,0.0,,0.0,32.0,7.0,15.0,47.0,3.0,4.0,75.0,2.0,2.0,100.0,3.0,5.0,60.0,4.0,7.0,56.0,5.0,9.0,56.0,58.0,25.0,16.0,25.0,33.0,41.0,"September 17, 2008","Omaha, Nebraska, USA",Eric Schafer,f59f1d3a2ff13edd,,Red,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",14,8,2,The Assassin,"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972",17,15,1
UFC 107: Penn vs Sanchez,821cd80aab70d5f9,483d934c46351c78,DaMarques Johnson,322a56923b396b4d,Edgar Garcia,8d49545dadf9b919,welterweight,0,Submission,1.0,243.0,3.0,Herb Dean,0.0,10.0,36.0,27.0,10.0,36.0,28.0,0.0,0.0,,1.0,0.0,6.0,31.0,19.0,3.0,4.0,75.0,1.0,1.0,100.0,8.0,31.0,26.0,2.0,5.0,40.0,0.0,0.0,,60.0,30.0,10.0,80.0,20.0,0.0,0.0,17.0,48.0,35.0,26.0,57.0,46.0,1.0,2.0,50.0,1.0,108.0,15.0,43.0,35.0,1.0,3.0,33.0,1.0,2.0,50.0,6.0,28.0,21.0,3.0,7.0,43.0,8.0,13.0,62.0,88.0,5.0,5.0,35.0,17.0,47.0,"December 12, 2009","Memphis, Tennessee, USA",DaMarques Johnson,322a56923b396b4d,,Darkness,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982",15,15,0,,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984",14,5,0
UFC Fight Night: Allen vs. Craig,3feed7d02711d8b7,f0fe73e650b746f2,Jeka Saragih,57186c150c645200,Lucas Alexander,11583163f45c7b31,featherweight,0,KO/TKO,1.0,91.0,3.0,Herb Dean,1.0,4.0,9.0,44.0,4.0,9.0,44.0,1.0,1.0,100.0,0.0,5.0,3.0,6.0,50.0,1.0,2.0,50.0,0.0,1.0,0.0,2.0,6.0,33.0,0.0,0.0,,2.0,3.0,67.0,75.0,25.0,0.0,50.0,0.0,50.0,0.0,11.0,16.0,68.0,11.0,16.0,69.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,60.0,2.0,3.0,67.0,3.0,3.0,100.0,11.0,16.0,69.0,0.0,0.0,,0.0,0.0,,54.0,18.0,27.0,100.0,0.0,0.0,"November 18, 2023","Las Vegas, Nevada, USA",Jeka Saragih,57186c150c645200,,,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995",14,5,0,The Lion,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 28, 1995",8,5,0
UFC 222: Cyborg vs. Kunitskaya,7929be8290289a47,c73b81e7c1c1cccc,John Dodson,99506df1af6c8b3b,Pedro Munhoz,6bd02119599741a4,bantamweight,0,Decision - Split,3.0,300.0,3.0,Chris Tognoni,0.0,76.0,184.0,41.0,76.0,184.0,41.0,0.0,0.0,,0.0,0.0,47.0,151.0,31.0,22.0,26.0,85.0,7.0,7.0,100.0,76.0,181.0,42.0,0.0,3.0,0.0,0.0,0.0,,61.0,28.0,9.0,100.0,0.0,0.0,0.0,69.0,172.0,40.0,73.0,176.0,41.0,1.0,1.0,100.0,0.0,62.0,39.0,118.0,33.0,21.0,39.0,54.0,9.0,15.0,60.0,63.0,165.0,38.0,4.0,5.0,80.0,2.0,2.0,100.0,56.0,30.0,13.0,91.0,5.0,2.0,"March 03, 2018","Las Vegas, Nevada, USA",John Dodson,99506df1af6c8b3b,,The Magician,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",22,12,0,The Young Punisher,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",20,10,0
UFC 299: O'Malley vs. Vera 2,a9df5ae20a97b090,0133019a4f1055ee,Curtis Blaydes,fa6796c55d6c5440,Jailton Almeida,41e83a89929d1327,heavyweight,0,KO/TKO,2.0,36.0,3.0,Mike Beltran,0.0,16.0,25.0,64.0,19.0,28.0,68.0,0.0,0.0,,0.0,9.0,16.0,25.0,64.0,0.0,0.0,,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,,16.0,20.0,80.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,3.0,33.0,9.0,11.0,82.0,9.0,13.0,69.0,0.0,279.0,1.0,3.0,33.0,0.0,0.0,,0.0,0.0,,1.0,3.0,33.0,0.0,0.0,,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0,"March 09, 2024","Miami, Florida, USA",Curtis Blaydes,fa6796c55d6c5440,,Razor,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",19,6,0,Malhadinho,"6' 3""",225 lbs.,"79""",Orthodox,"Jun 26, 1991",22,5,0
UFC 137: Penn vs Diaz,8788beb528894f33,ce05150d524a1829,Cheick Kongo,1eacf73d6a0055dc,Matt Mitrione,ba280572acfba13f,heavyweight,0,Decision - Unanimous,3.0,300.0,3.0,Herb Dean,0.0,44.0,126.0,34.0,70.0,159.0,44.0,2.0,2.0,100.0,0.0,330.0,23.0,90.0,26.0,7.0,13.0,54.0,14.0,23.0,61.0,26.0,104.0,25.0,6.0,8.0,75.0,12.0,14.0,86.0,52.0,15.0,31.0,59.0,13.0,27.0,0.0,21.0,55.0,38.0,22.0,58.0,38.0,0.0,0.0,,0.0,1.0,15.0,46.0,33.0,2.0,5.0,40.0,4.0,4.0,100.0,20.0,54.0,37.0,1.0,1.0,100.0,0.0,0.0,,71.0,9.0,19.0,95.0,4.0,0.0,"October 29, 2011","Las Vegas, Nevada, USA",Cheick Kongo,1eacf73d6a0055dc,,,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",27,10,2,,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978",12,5,0
UFC Fight Night: Cyborg vs. Lansberg,e18012194473e8b0,0e9b7e682e0a79f1,Erick Silva,5866fc86183a9fb8,Luan Chagas,9ccf8371fd80d45d,welterweight,0,Submission,3.0,237.0,3.0,Osiris Maia,1.0,55.0,116.0,47.0,62.0,125.0,50.0,0.0,0.0,,2.0,191.0,41.0,98.0,42.0,8.0,12.0,67.0,6.0,6.0,100.0,36.0,79.0,46.0,2.0,3.0,67.0,17.0,34.0,50.0,74.0,14.0,10.0,65.0,3.0,30.0,2.0,41.0,101.0,40.0,44.0,106.0,42.0,1.0,4.0,25.0,0.0,152.0,27.0,79.0,34.0,8.0,14.0,56.0,6.0,8.0,75.0,30.0,81.0,37.0,2.0,3.0,67.0,9.0,17.0,53.0,65.0,19.0,14.0,73.0,4.0,21.0,"September 24, 2016","Brasilia, Distrito Federal, Brazil",Erick Silva,5866fc86183a9fb8,,,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",19,9,0,Tarzan,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",15,3,1
UFC Fight Night: Overeem vs. Rozenstruik,b09890ba7ce1d1e2,57d04160f5438654,Thiago Alves,31ee470ef5dc8d7f,Tim Means,4b47e71384a9522f,welterweight,0,Submission,1.0,158.0,3.0,Keith Peterson,0.0,13.0,26.0,50.0,13.0,26.0,50.0,0.0,0.0,,0.0,0.0,7.0,20.0,35.0,3.0,3.0,100.0,3.0,3.0,100.0,12.0,24.0,50.0,1.0,2.0,50.0,0.0,0.0,,53.0,23.0,23.0,92.0,7.0,0.0,1.0,23.0,41.0,56.0,24.0,42.0,56.0,0.0,3.0,0.0,1.0,43.0,14.0,31.0,45.0,8.0,9.0,89.0,1.0,1.0,100.0,12.0,26.0,46.0,2.0,3.0,67.0,9.0,12.0,75.0,60.0,34.0,4.0,52.0,8.0,39.0,"December 07, 2019","Washington, DC, USA",Tim Means,4b47e71384a9522f,,Pitbull,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",23,15,0,The Dirty Bird,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",33,17,1
UFC Fight Night: Kattar vs. Emmett,a0a680fe2f6cc8e6,e8a5e53ffd33c0f9,Roman Dolidze,327d5f279895110d,Kyle Daukaus,d6c0cdd7e467c440,middleweight,0,KO/TKO,1.0,73.0,3.0,Mike Beltran,2.0,8.0,15.0,53.0,10.0,17.0,59.0,0.0,0.0,,0.0,36.0,8.0,14.0,56.0,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,0.0,3.0,3.0,100.0,5.0,8.0,62.0,100.0,0.0,0.0,0.0,37.0,62.0,0.0,4.0,9.0,44.0,5.0,10.0,50.0,0.0,0.0,,0.0,0.0,1.0,6.0,17.0,1.0,1.0,100.0,2.0,2.0,100.0,4.0,9.0,44.0,0.0,0.0,,0.0,0.0,,25.0,25.0,50.0,100.0,0.0,0.0,"June 18, 2022","Austin, Texas, USA",Roman Dolidze,327d5f279895110d,,,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988",15,5,0,,"6' 2""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",17,4,0
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,3ba3b5cc94498437,ba0b95898baad200,Ryan McGillivray,1f9c371c93dfd3a9,Shamar Bailey,e2b8186b618b00c4,welterweight,0,Decision - Unanimous,3.0,300.0,3.0,Chris Tognoni,0.0,19.0,91.0,20.0,25.0,97.0,26.0,0.0,1.0,0.0,0.0,0.0,17.0,87.0,20.0,2.0,3.0,67.0,0.0,1.0,0.0,18.0,90.0,20.0,0.0,0.0,,1.0,1.0,100.0,89.0,10.0,0.0,94.0,0.0,5.0,0.0,33.0,69.0,47.0,63.0,105.0,60.0,5.0,9.0,55.0,0.0,561.0,21.0,56.0,38.0,9.0,10.0,90.0,3.0,3.0,100.0,20.0,49.0,41.0,8.0,9.0,89.0,5.0,11.0,45.0,63.0,27.0,9.0,60.0,24.0,15.0,"June 04, 2011","Las Vegas, Nevada, USA",Shamar Bailey,e2b8186b618b00c4,,The Kid,"5' 11""",170 lbs.,,,"Sep 27, 1986",12,0,1,,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",16,11,0
UFC Fight Night: Magny vs Gastelum,243b07fc65ccbb16,2a702055a79d95a7,Hector Urbina,4b8fb0453a596b8e,Bartosz Fabinski,e17ac6410c8377f4,welterweight,0,Decision - Unanimous,3.0,300.0,3.0,Mario Yamasaki,0.0,10.0,25.0,40.0,16.0,31.0,52.0,0.0,0.0,,3.0,18.0,9.0,24.0,38.0,1.0,1.0,100.0,0.0,0.0,,2.0,14.0,14.0,7.0,9.0,78.0,1.0,2.0,50.0,90.0,10.0,0.0,20.0,70.0,10.0,0.0,25.0,39.0,64.0,89.0,118.0,75.0,6.0,11.0,54.0,0.0,813.0,23.0,37.0,62.0,2.0,2.0,100.0,0.0,0.0,,10.0,16.0,62.0,2.0,4.0,50.0,13.0,19.0,68.0,92.0,8.0,0.0,40.0,8.0,52.0,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Bartosz Fabinski,e17ac6410c8377f4,,El Toro,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",17,10,1,The Butcher,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",15,5,0
UFC 288: Sterling vs. Cejudo,3c6976f8182d9527,93fb6c7e590487f9,Joseph Holmes,8d20d76af3f213ce,Claudio Ribeiro,972c456ff38b2015,middleweight,0,KO/TKO,2.0,201.0,3.0,Gary Copeland,0.0,17.0,24.0,70.0,22.0,29.0,76.0,1.0,2.0,50.0,0.0,150.0,4.0,10.0,40.0,3.0,4.0,75.0,10.0,10.0,100.0,13.0,20.0,65.0,4.0,4.0,100.0,0.0,0.0,,23.0,17.0,58.0,76.0,23.0,0.0,1.0,37.0,63.0,58.0,60.0,91.0,66.0,1.0,1.0,100.0,0.0,187.0,34.0,57.0,60.0,0.0,1.0,0.0,3.0,5.0,60.0,10.0,24.0,42.0,1.0,2.0,50.0,26.0,37.0,70.0,91.0,0.0,8.0,27.0,2.0,70.0,"May 06, 2023","Newark, New Jersey, USA",Claudio Ribeiro,972c456ff38b2015,,Uglyman Joe,"6' 4""",185 lbs.,"80""",Orthodox,"Jul 04, 1995",8,4,0,,"6' 1""",185 lbs.,"77""",Orthodox,"Jul 17, 1992",11,5,0
UFC Fight Night: Moraes vs. Sandhagen,fd4578cac86d75ca,727ecd251325b6a8,Marlon Moraes,fea79f9bc8c68769,Cory Sandhagen,65f09bacd3957381,bantamweight,0,KO/TKO,2.0,63.0,5.0,Marc Goddard,0.0,14.0,50.0,28.0,14.0,50.0,28.0,1.0,1.0,100.0,0.0,9.0,10.0,39.0,26.0,1.0,5.0,20.0,3.0,6.0,50.0,14.0,50.0,28.0,0.0,0.0,,0.0,0.0,,71.0,7.0,21.0,100.0,0.0,0.0,1.0,38.0,88.0,43.0,38.0,88.0,43.0,0.0,0.0,,0.0,4.0,16.0,63.0,25.0,9.0,10.0,90.0,13.0,15.0,87.0,36.0,84.0,43.0,0.0,0.0,,2.0,4.0,50.0,42.0,23.0,34.0,94.0,0.0,5.0,"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates",Cory Sandhagen,65f09bacd3957381,,Magic,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",23,10,1,,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",18,6,0
UFC Fight Night: Kape vs. Almabayev,9766ed20b68c7c33,6bdf0756fb57aced,Cody Brundage,f14f644d41ade29f,Julian Marquez,d0e1b42d41dab603,middleweight,0,KO/TKO,1.0,285.0,3.0,Mark Smith,1.0,44.0,79.0,55.0,68.0,106.0,64.0,0.0,1.0,0.0,0.0,48.0,39.0,71.0,55.0,1.0,2.0,50.0,4.0,6.0,67.0,34.0,65.0,52.0,5.0,8.0,62.0,5.0,6.0,83.0,88.0,2.0,9.0,77.0,11.0,11.0,0.0,37.0,73.0,50.0,53.0,96.0,55.0,0.0,0.0,,1.0,30.0,31.0,64.0,48.0,5.0,8.0,62.0,1.0,1.0,100.0,24.0,51.0,47.0,13.0,22.0,59.0,0.0,0.0,,83.0,13.0,2.0,64.0,35.0,0.0,"March 01, 2025","Las Vegas, Nevada, USA",Cody Brundage,f14f644d41ade29f,,,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",11,9,1,The Cuban Missile Crisis,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",9,6,0
UFC 63: Hughes vs Penn,13e62d766b709aa6,87c07416af211de1,Rashad Evans,ee779c43a8926d52,Jason Lambert,5be86bb2f78fef2f,light heavyweight,0,KO/TKO,2.0,142.0,3.0,John McCarthy,0.0,25.0,44.0,56.0,42.0,61.0,69.0,8.0,8.0,100.0,0.0,323.0,18.0,35.0,51.0,7.0,9.0,78.0,0.0,0.0,,0.0,6.0,0.0,5.0,7.0,71.0,20.0,31.0,65.0,72.0,28.0,0.0,0.0,20.0,80.0,0.0,6.0,18.0,33.0,13.0,27.0,48.0,0.0,2.0,0.0,3.0,31.0,1.0,12.0,8.0,5.0,6.0,83.0,0.0,0.0,,1.0,11.0,9.0,5.0,7.0,71.0,0.0,0.0,,16.0,83.0,0.0,16.0,83.0,0.0,"September 23, 2006","Anaheim, California, USA",Rashad Evans,ee779c43a8926d52,,Suga,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",19,8,1,The Punisher,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",26,13,0
UFC Fight Night: Burns vs. Malott,c3ac8d0da7b05772,e644218737c1a778,Mandel Nallo,8f4528c10bd34fab,Jai Herbert,4c88a1db5a46c6a4,lightweight,0,KO/TKO,1.0,125.0,3.0,Jason Herzog,1.0,16.0,31.0,51.0,16.0,31.0,52.0,0.0,0.0,,0.0,10.0,13.0,28.0,46.0,1.0,1.0,100.0,2.0,2.0,100.0,15.0,30.0,50.0,1.0,1.0,100.0,0.0,0.0,,81.0,6.0,12.0,93.0,6.0,0.0,2.0,19.0,28.0,67.0,30.0,43.0,70.0,0.0,0.0,,0.0,27.0,18.0,27.0,67.0,0.0,0.0,,1.0,1.0,100.0,7.0,14.0,50.0,0.0,1.0,0.0,12.0,13.0,92.0,94.0,0.0,5.0,36.0,0.0,63.0,"April 18, 2026","Winnipeg, Manitoba, Canada",Jai Herbert,4c88a1db5a46c6a4,,Mango,"6' 0""",155 lbs.,"75""",Orthodox,"Jul 26, 1989",14,4,0,Black Country Banger,"6' 1""",155 lbs.,"77""",Orthodox,"May 13, 1988",14,6,1
UFC Fight Night: Condit vs Alves,aae0897825336b1a,ff64fc34065565d0,Nik Lentz,6fb1ba67bef41b37,Charles Oliveira,07225ba28ae309b6,featherweight,0,Submission,3.0,70.0,3.0,Kevin MacDonald,0.0,37.0,69.0,53.0,58.0,95.0,61.0,2.0,10.0,20.0,1.0,381.0,24.0,53.0,45.0,8.0,10.0,80.0,5.0,6.0,83.0,19.0,41.0,46.0,12.0,21.0,56.0,6.0,7.0,86.0,64.0,21.0,13.0,51.0,32.0,16.0,1.0,64.0,84.0,76.0,84.0,105.0,80.0,1.0,2.0,50.0,2.0,118.0,36.0,51.0,71.0,25.0,28.0,89.0,3.0,5.0,60.0,13.0,20.0,65.0,23.0,27.0,85.0,28.0,37.0,76.0,56.0,39.0,4.0,20.0,35.0,43.0,"May 30, 2015","Goiania, Goias, Brazil",Charles Oliveira,07225ba28ae309b6,,The Carny,"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984",30,12,2,Do Bronxs,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",37,11,0
UFC 115: Liddell vs Franklin,cfb65863d5099327,ab7934f39038ab27,Ricardo Funch,e9e1acc96536bb4f,Claude Patrick,56116a79e4deed06,welterweight,0,Submission,2.0,108.0,3.0,Tony Williamson,0.0,5.0,5.0,100.0,17.0,20.0,85.0,0.0,2.0,0.0,0.0,99.0,1.0,1.0,100.0,1.0,1.0,100.0,3.0,3.0,100.0,2.0,2.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,20.0,20.0,60.0,40.0,40.0,20.0,0.0,13.0,18.0,72.0,24.0,30.0,80.0,1.0,2.0,50.0,2.0,275.0,11.0,16.0,69.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,3.0,5.0,60.0,10.0,12.0,83.0,84.0,7.0,7.0,0.0,23.0,76.0,"June 12, 2010","Vancouver, British Columbia, Canada",Claude Patrick,56116a79e4deed06,,Golden Boy,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 14, 1980",9,6,0,The Prince,"5' 11""",170 lbs.,"75""",Orthodox,"Jun 14, 1980",14,2,0
UFC Fight Night: Florian vs Gomi,3ed134d85dfbd7b4,17cda9957f96883f,Roy Nelson,3f7c14c7eca7195d,Stefan Struve,ebc1f40e00e0c481,heavyweight,0,KO/TKO,1.0,39.0,3.0,Dan Miragliotta,1.0,9.0,15.0,60.0,9.0,15.0,60.0,0.0,0.0,,0.0,8.0,9.0,15.0,60.0,0.0,0.0,,0.0,0.0,,3.0,6.0,50.0,0.0,0.0,,6.0,9.0,67.0,100.0,0.0,0.0,33.0,0.0,66.0,0.0,2.0,5.0,40.0,2.0,5.0,40.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,2.0,2.0,100.0,2.0,5.0,40.0,0.0,0.0,,0.0,0.0,,0.0,0.0,100.0,100.0,0.0,0.0,"March 31, 2010","Charlotte, North Carolina, USA",Roy Nelson,3f7c14c7eca7195d,,Big Country,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",22,14,0,Skyscraper,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",33,13,0
UFC Fight Night: Rodriguez vs. Penn,46effbd1135423c5,c1356395d6b055d7,Dmitrii Smoliakov,75afb06215a07341,Cyril Asker,9be6020024133293,heavyweight,0,KO/TKO,1.0,161.0,3.0,Al Guinee,0.0,5.0,10.0,50.0,28.0,35.0,80.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,40.0,3.0,5.0,60.0,0.0,0.0,,5.0,10.0,50.0,0.0,0.0,,0.0,0.0,,40.0,60.0,0.0,100.0,0.0,0.0,0.0,19.0,47.0,40.0,39.0,90.0,43.0,1.0,1.0,100.0,0.0,83.0,19.0,47.0,40.0,0.0,0.0,,0.0,0.0,,2.0,9.0,22.0,0.0,0.0,,17.0,38.0,45.0,100.0,0.0,0.0,10.0,0.0,89.0,"January 15, 2017","Phoenix, Arizona, USA",Cyril Asker,9be6020024133293,,The Lifeguard,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982",9,3,0,Silverback,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985",9,4,0
UFC 107: Penn vs Sanchez,821cd80aab70d5f9,7e50ae4dbdd380a1,TJ Grant,a26198ba5093147e,Kevin Burns,a6d8bfe9e0c8153b,welterweight,0,KO/TKO,1.0,297.0,3.0,Greg Franklin,1.0,28.0,40.0,70.0,32.0,44.0,73.0,1.0,3.0,33.0,0.0,148.0,10.0,21.0,48.0,8.0,9.0,89.0,10.0,10.0,100.0,14.0,21.0,67.0,8.0,10.0,80.0,6.0,9.0,67.0,35.0,28.0,35.0,50.0,28.0,21.0,1.0,14.0,37.0,37.0,21.0,44.0,48.0,0.0,0.0,,0.0,39.0,11.0,33.0,33.0,0.0,0.0,,3.0,4.0,75.0,3.0,19.0,16.0,3.0,5.0,60.0,8.0,13.0,62.0,78.0,0.0,21.0,21.0,21.0,57.0,"December 12, 2009","Memphis, Tennessee, USA",TJ Grant,a26198ba5093147e,,,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",21,5,0,The Fire,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980",12,7,0
